recno,Name,Survey,zHD,e_zHD,zCMB,zHel,mBcorr,e_mBcorr,c,e_c,x1,e_x1,mB,e_mB,B14,SDSSII-SN,K17,PS1MD,B19,F18,C22,SimbadName,_RA,_DE
716,"2005ir","CSP",0.0752,9.0E-4,0.0749,0.07602,18.313,0.153,-0.026,0.024,0.722,0.128,18.159,0.026,1,1,1,1,0,0,0,"SN 2005ir",19.1823,0.79454
617,"2006gt","CSP",0.04464,8.7E-4,0.04366,0.0448,17.258,0.285,0.09,0.024,-2.072,0.073,17.918,0.03,0,0,1,0,0,0,1,"SN 2006gt",14.07208,-1.62944
610,"2007nq","CSP",0.04349,8.7E-4,0.04275,0.04389,16.961,0.15,-0.048,0.023,-1.898,0.049,17.128,0.029,0,0,1,1,2,0,1,"SN 2007nq",14.38999,-1.38874
611,"2007nq","CfA4p1",0.04349,8.7E-4,0.04275,0.04389,17.035,0.164,-0.076,0.034,-1.74,0.172,17.12,0.052,0,0,1,1,2,0,1,"SN 2007nq",14.38999,-1.38874
772,"16021","SDSS",0.12357,9.4E-4,0.12336,0.1246,19.363,0.16,-0.037,0.024,-0.336,0.128,19.366,0.032,1,1,0,1,0,0,1,"SDSS-II SN 16021",13.8438,-0.38921
924,"762","SDSS",0.19025,9.9E-4,0.19009,0.19138,20.628,0.156,-0.038,0.031,1.134,0.273,20.379,0.039,1,1,0,1,0,0,1,"SDSS-II SN 762",15.53537,-0.87903
1129,"12983","SDSS",0.26408,0.00105,0.26395,0.26531,21.381,0.38,-0.015,0.062,-0.043,1.028,21.3,0.07,0,1,0,0,0,0,1,"SDSS-II SN 12983",16.45879,0.14481
957,"15203","SDSS",0.20329,0.00101,0.20314,0.20444,20.629,0.165,0.003,0.032,1.124,0.276,20.48,0.04,1,1,0,1,0,0,1,"SDSS-II SN 15203",15.73479,0.18303
1045,"19341","SDSS",0.23556,0.00103,0.23543,0.23676,20.981,0.212,0.024,0.044,-1.526,0.379,21.192,0.051,1,1,0,1,0,0,1,"SDSS-II SN 19341",15.86083,0.33139
1229,"5966","SDSS",0.30834,0.00109,0.30822,0.30963,21.7,0.253,0.002,0.059,0.491,0.888,21.573,0.078,0,1,0,0,0,0,1,"SDSS-II SN 5966",16.19037,0.51392
1001,"15433","SDSS",0.2195,0.00102,0.21935,0.22068,20.857,0.158,-0.064,0.035,-0.028,0.271,20.689,0.039,1,1,0,1,0,0,1,"SDSS-II SN 15433",14.87942,-0.25672
981,"17811","SDSS",0.212,0.00113,0.21186,0.2132,20.661,0.193,-0.131,0.033,1.081,0.301,20.239,0.042,1,1,0,1,0,0,1,"SDSS-II SN 17811",12.87867,-0.94739
1075,"12977","SDSS",0.24656,0.00104,0.24643,0.2478,21.03,0.213,-0.049,0.039,0.052,0.505,20.893,0.04,1,1,0,1,0,0,1,"SDSS-II SN 12977",13.69558,-0.25103
1064,"20088","SDSS",0.24329,0.00104,0.24316,0.24453,20.999,0.141,-0.159,0.032,-0.211,0.212,20.673,0.033,1,1,0,1,0,0,1,"SDSS-II SN 20088",13.205,0.63139
921,"18749","SDSS",0.18948,9.9E-4,0.18931,0.19064,20.488,0.207,0.062,0.033,-1.409,0.395,20.819,0.037,0,0,0,0,0,0,1,"SDSS-II SN 18749",12.54625,0.67556
758,"18612","SDSS",0.11388,9.3E-4,0.11365,0.11489,19.135,0.193,0.064,0.022,-0.737,0.132,19.426,0.03,1,1,0,1,0,0,1,"SDSS-II SN 18612",12.28792,0.59639
961,"18965","SDSS",0.20469,0.001,0.20454,0.20587,20.628,0.158,-0.108,0.035,-0.612,0.23,20.463,0.04,1,1,0,1,0,0,1,"SDSS-II SN 18965",13.50917,1.06889
793,"15234","SDSS",0.13535,9.5E-4,0.13514,0.13636,19.825,0.312,0.13,0.028,0.892,0.207,20.213,0.036,1,1,0,1,0,0,1,"SDSS-II SN 15234",16.9581,0.82858
832,"18740","SDSS",0.15336,9.6E-4,0.15317,0.15441,19.846,0.158,0.03,0.022,-0.04,0.127,19.925,0.03,0,0,0,1,0,0,1,"SDSS-II SN 18740",16.85667,1.04361
1130,"2943","SDSS",0.26419,0.00117,0.26405,0.2654,21.254,0.237,-0.024,0.047,0.569,0.436,21.12,0.048,1,1,0,1,0,0,1,"SDSS-II SN 2943",17.70492,1.00789
945,"18768","SDSS",0.19908,0.0051,0.19892,0.2002,20.769,0.216,-0.034,0.04,-0.396,0.301,20.744,0.05,1,1,0,1,0,0,1,"SDSS-II SN 18768",17.21675,1.19789
925,"20687","SDSS",0.19042,9.9E-4,0.19026,0.19154,20.436,0.294,0.149,0.047,-0.622,0.767,20.858,0.05,1,1,0,1,0,0,1,"SDSS-II SN 20687",16.71783,1.15394
1173,"17809","SDSS",0.28758,0.00107,0.28746,0.28896,21.285,0.237,0.026,0.048,1.735,0.578,21.196,0.067,1,1,0,1,0,0,1,"SDSS-II SN 17809",6.36496,-0.83933
732,"12781","SDSS",0.08309,9.2E-4,0.08282,0.08408,18.741,0.193,0.042,0.027,-1.836,0.189,19.142,0.04,0,0,0,1,0,0,1,"SDSS-II SN 12781",5.4075,-1.01056
750,"20625","SDSS",0.10707,9.2E-4,0.10684,0.10813,19.209,0.149,-0.001,0.024,-0.102,0.206,19.23,0.032,1,1,0,1,0,0,1,"SDSS-II SN 20625",5.68317,-0.47944
834,"16073","SDSS",0.15357,9.6E-4,0.15339,0.15472,20.111,0.173,-0.022,0.024,0.737,0.191,19.994,0.03,1,1,0,1,0,0,1,"SDSS-II SN 16073",8.10766,-1.0539
759,"8719","SDSS",0.1165,9.3E-4,0.11628,0.11757,19.288,0.158,-0.063,0.023,0.018,0.164,19.169,0.033,1,1,0,1,0,0,1,"SDSS-II SN 8719",7.72147,-0.71882
879,"17220","SDSS",0.17786,9.8E-4,0.17769,0.17903,20.086,0.256,0.136,0.031,1.852,0.289,20.295,0.039,1,1,0,1,0,0,1,"SDSS-II SN 17220",9.70125,-0.17917
1049,"12881","SDSS",0.23685,0.00103,0.23671,0.23811,20.866,0.235,0.029,0.039,0.87,0.54,20.848,0.049,1,1,0,1,0,0,1,"SDSS-II SN 12881",10.16242,-0.07361
978,"18940","SDSS",0.21114,0.00101,0.21099,0.21236,20.702,0.161,-0.031,0.038,-0.841,0.261,20.724,0.043,1,1,0,1,0,0,1,"SDSS-II SN 18940",10.34871,0.41178
944,"19658","SDSS",0.19878,0.00112,0.19863,0.2,20.636,0.172,-0.084,0.036,0.008,0.265,20.451,0.042,1,1,0,1,0,0,1,"SDSS-II SN 19658",8.90323,-0.2326
1093,"16213","SDSS",0.2509,0.00511,0.25077,0.2522,21.134,0.201,-0.099,0.039,0.282,0.443,20.87,0.041,1,1,0,1,0,0,1,"SDSS-II SN 16213",8.97104,0.25842
1105,"18325","SDSS",0.25736,0.00105,0.25723,0.25866,21.241,0.192,-0.058,0.045,0.406,0.381,21.022,0.054,0,0,0,0,0,0,1,"SDSS-II SN 18325",8.90695,0.36953
1071,"20039","SDSS",0.24553,0.00104,0.24539,0.24681,21.105,0.218,0.063,0.044,0.792,0.497,21.121,0.047,1,1,0,1,0,0,1,"SDSS-II SN 20039",9.87858,1.02433
1113,"12972","SDSS",0.25948,0.00116,0.25935,0.2608,21.271,0.232,-0.081,0.049,0.175,0.703,21.052,0.065,1,1,0,1,0,0,1,"SDSS-II SN 12972",7.95858,-0.38297
1004,"14331","SDSS",0.2199,0.00102,0.21976,0.22116,20.986,0.219,0.006,0.04,0.183,0.306,20.992,0.044,1,1,0,1,0,0,1,"SDSS-II SN 14331",7.88908,-0.13553
949,"19101","SDSS",0.20077,0.00112,0.20062,0.202,20.431,0.193,0.006,0.033,-0.229,0.214,20.503,0.04,1,1,0,1,0,0,1,"SDSS-II SN 19101",7.97275,0.13831
1012,"14846","SDSS",0.22349,0.00102,0.22335,0.22476,20.898,0.165,-0.044,0.036,0.658,0.295,20.684,0.041,1,1,0,1,0,0,1,"SDSS-II SN 14846",7.6625,0.14194
1040,"12971","SDSS",0.23395,0.00103,0.23381,0.23524,20.886,0.212,-0.091,0.036,1.142,0.592,20.532,0.04,1,1,0,1,0,0,1,"SDSS-II SN 12971",6.6485,-0.30208
1073,"13835","SDSS",0.24617,0.00104,0.24604,0.24749,21.094,0.147,-0.078,0.035,0.633,0.253,20.816,0.037,0,0,0,0,0,0,1,"SDSS-II SN 13835",6.05937,-0.24925
1362,"13136","SDSS",0.37057,0.00114,0.37046,0.37206,22.387,0.255,-0.105,0.061,0.729,0.913,22.045,0.075,1,1,0,1,0,0,1,"SDSS-II SN 13136",6.14067,-0.27908
1007,"15354","SDSS",0.22083,0.00113,0.22069,0.2221,20.827,0.265,0.091,0.049,-2.153,0.507,21.266,0.052,1,1,0,1,0,0,1,"SDSS-II SN 15354",6.77367,-0.12597
1098,"17464","SDSS",0.25358,0.00116,0.25345,0.2549,20.777,0.261,0.047,0.042,0.206,0.623,20.839,0.043,1,1,0,1,0,0,1,"SDSS-II SN 17464",6.64079,0.04197
840,"16206","SDSS",0.15856,9.7E-4,0.15838,0.15973,19.826,0.161,-0.02,0.032,-2.62,0.578,20.141,0.038,1,1,0,1,0,0,1,"SDSS-II SN 16206",5.78792,-0.05333
953,"13152","SDSS",0.20231,0.001,0.20216,0.20355,20.365,0.196,0.016,0.03,0.287,0.252,20.407,0.035,1,1,0,1,0,0,1,"SDSS-II SN 13152",7.05214,0.11799
1167,"16072","SDSS",0.28446,0.00107,0.28434,0.28586,21.439,0.205,-0.029,0.055,0.253,0.655,21.285,0.071,1,1,0,1,0,0,1,"SDSS-II SN 16072",3.12442,-0.97728
1195,"6249","SDSS",0.29365,0.00108,0.29354,0.29506,21.604,0.203,0.032,0.048,0.605,0.702,21.535,0.051,1,1,0,1,0,0,1,"SDSS-II SN 6249",3.26554,-0.62011
746,"13135","SDSS",0.10361,9.2E-4,0.10338,0.10467,19.081,0.123,-0.067,0.022,-1.347,0.101,19.12,0.03,1,1,0,0,0,0,1,"SDSS-II SN 13135",4.17229,-0.42453
992,"7473","SDSS",0.21692,0.0051,0.21677,0.2182,20.84,0.183,-0.1,0.033,-0.148,0.287,20.631,0.037,1,1,0,1,0,0,1,"SDSS-II SN 7473",4.32642,-0.25725
837,"18030","SDSS",0.15536,9.6E-4,0.15518,0.15653,20.146,0.174,-0.048,0.034,-0.586,0.251,20.137,0.05,1,1,0,1,0,0,1,"SDSS-II SN 18030",4.93321,-0.4001
1265,"7475","SDSS",0.32276,0.00512,0.32265,0.3242,21.679,0.21,-0.17,0.041,0.688,0.599,21.279,0.044,1,1,0,1,0,0,1,"SDSS-II SN 7475",4.7535,-0.28147
835,"5550","SDSS",0.15511,9.6E-4,0.15493,0.15629,19.955,0.166,-0.048,0.022,1.903,0.196,19.613,0.029,1,1,0,1,0,0,1,"SDSS-II SN 5550",3.59834,0.33308
765,"5549","SDSS",0.12014,9.3E-4,0.11992,0.12124,19.343,0.198,0.007,0.022,0.258,0.098,19.401,0.032,1,1,0,1,0,0,1,"SDSS-II SN 5549",3.25054,0.24825
1090,"13689","SDSS",0.25043,0.00104,0.2503,0.25177,21.162,0.178,-0.149,0.038,1.169,0.389,20.709,0.043,0,0,0,0,0,0,1,"SDSS-II SN 13689",4.01525,0.80836
773,"13894","SDSS",0.12377,0.00106,0.12356,0.1249,19.548,0.332,0.164,0.029,0.719,0.168,20.088,0.048,1,1,0,1,0,0,1,"SDSS-II SN 13894",1.69059,-0.03675
1107,"6108","SDSS",0.25813,0.00116,0.258,0.2595,21.275,0.23,0.038,0.045,0.458,0.651,21.295,0.055,1,1,0,1,0,0,1,"SDSS-II SN 6108",1.80658,0.34897
1133,"2422","SDSS",0.26582,0.00511,0.2657,0.2672,21.356,0.218,-0.17,0.041,1.036,0.328,20.903,0.044,1,1,0,1,0,0,1,"SDSS-II SN 2422",1.99454,0.63817
807,"17208","SDSS",0.14104,0.00509,0.14084,0.1422,20.031,0.202,-0.072,0.03,0.865,0.389,19.731,0.053,1,1,0,1,0,0,1,"SDSS-II SN 17208",1.49158,1.10308
1061,"14481","SDSS",0.2422,0.00104,0.24207,0.24354,21.311,0.22,-0.154,0.051,-1.041,0.397,21.121,0.062,1,1,0,1,0,0,1,"SDSS-II SN 14481",2.68125,0.20167
830,"18323","SDSS",0.15291,9.6E-4,0.15272,0.15408,20.071,0.171,-0.038,0.029,0.156,0.228,19.99,0.042,1,1,0,1,0,0,1,"SDSS-II SN 18323",3.42864,0.65233
940,"15222","SDSS",0.19817,0.001,0.19801,0.19943,20.503,0.181,0.013,0.035,-1.319,0.288,20.697,0.04,0,0,0,0,0,0,1,"SDSS-II SN 15222",2.85208,0.70197
1019,"15229","SDSS",0.22551,0.00114,0.22536,0.2268,20.933,0.196,-0.034,0.038,0.715,0.293,20.771,0.04,1,1,0,1,0,0,1,"SDSS-II SN 15229",4.832,1.09072
786,"5751","SDSS",0.1295,9.4E-4,0.12929,0.13056,19.58,0.249,0.156,0.025,0.762,0.146,19.892,0.032,1,1,0,1,0,0,1,"SDSS-II SN 5751",11.63417,0.83806
985,"6933","SDSS",0.21398,0.0051,0.21383,0.2152,20.634,0.196,-0.022,0.033,0.085,0.239,20.574,0.036,1,1,0,1,0,0,1,"SDSS-II SN 6933",11.35171,1.07558
726,"PS15bzz","FOUND",0.07931,9.0E-4,0.07901,0.08024,18.277,0.145,-0.017,0.033,-0.915,0.237,18.357,0.044,0,0,0,0,0,1,1,"PS15bzz",9.42473,1.76282
106,"1998es","CfA2",0.00966,8.6E-4,0.00957,0.01057,13.55,0.357,0.039,0.026,1.234,0.068,13.575,0.034,0,0,0,0,0,0,1,"SN 1998es",24.32333,5.88072
107,"1998es","LOSS1",0.00966,8.6E-4,0.00957,0.01057,13.664,0.372,0.033,0.041,1.627,0.114,13.596,0.04,0,0,0,0,0,0,1,"SN 1998es",24.32333,5.88072
336,"PS15cku","FOUND",0.02325,8.6E-4,0.02222,0.02327,15.801,0.228,-0.011,0.034,0.756,0.14,15.733,0.041,0,0,0,0,0,1,1,"PS15cku",21.0939,3.5876
516,"2008gl","CfA4p1",0.03272,8.8E-4,0.03246,0.03354,16.411,0.154,-0.045,0.028,-1.487,0.099,16.528,0.034,0,0,1,1,2,0,1,"SN 2008gl",20.22842,4.80531
517,"2008gl","LOSS2",0.03272,8.8E-4,0.03246,0.03354,16.384,0.168,0.003,0.025,-1.258,0.172,16.582,0.03,0,0,1,1,2,0,1,"SN 2008gl",20.22842,4.80531
518,"2008gl","CSP",0.03272,8.8E-4,0.03246,0.03354,16.39,0.146,-0.028,0.022,-1.379,0.035,16.532,0.026,0,0,1,1,2,0,1,"SN 2008gl",20.22842,4.80531
71,"2008Q","LOSS1",0.0075,8.4E-4,0.00722,0.00826,13.078,0.373,-0.056,0.03,-1.856,0.316,13.229,0.056,0,0,0,0,0,0,1,"SN 2008Q",21.23846,9.55042
72,"2008Q","SOUSA",0.0075,8.4E-4,0.00722,0.00826,13.047,0.396,-0.021,0.046,-1.664,0.164,13.253,0.06,0,0,0,0,0,0,1,"SN 2008Q",21.23846,9.55042
159,"1999dk","LOWZ",0.01389,8.5E-4,0.014,0.01502,14.552,0.288,0.019,0.027,0.544,0.11,14.61,0.042,1,0,0,0,0,0,1,"SN 1999dk",22.86217,14.28492
160,"1999dk","LOSS1",0.01389,8.5E-4,0.014,0.01502,14.412,0.295,-0.003,0.041,-0.329,0.069,14.526,0.043,1,0,0,0,0,0,1,"SN 1999dk",22.86217,14.28492
582,"2008fr","CfA4p1",0.03828,0.00218,0.0379,0.039,16.861,0.235,-0.118,0.029,0.498,0.113,16.529,0.042,0,0,1,1,2,0,1,"SN 2008fr",17.95475,14.64083
639,"1995ac","CfA1",0.0486,8.7E-4,0.04867,0.0499,17.077,0.133,-0.061,0.028,0.756,0.088,16.809,0.037,1,0,0,0,0,0,1,"SN 1995ac",341.39225,-8.75131
660,"PS16evk","FOUND",0.05262,8.8E-4,0.0532,0.05447,17.661,0.206,-0.03,0.043,1.537,0.342,17.402,0.066,0,0,0,0,0,0,1,"PS16evk",338.34442,-1.35703
736,"1241","SDSS",0.0887,9.1E-4,0.08848,0.08979,18.524,0.252,0.055,0.024,-0.552,0.079,18.884,0.043,0,0,0,1,0,0,1,"SDSS-II SN 1241",337.671,-0.77624
1158,"6196","SDSS",0.2799,0.00107,0.2798,0.28134,21.253,0.197,-0.011,0.047,-1.449,0.593,21.319,0.057,1,1,0,1,0,0,1,"SDSS-II SN 6196",337.63112,-0.50264
1096,"9032","SDSS",0.2526,0.00116,0.25249,0.254,21.154,0.258,0.023,0.053,0.878,0.622,21.112,0.073,1,1,0,1,0,0,1,"SDSS-II SN 9032",337.88454,-0.49356
971,"15259","SDSS",0.2087,0.00101,0.20857,0.21003,20.611,0.196,-0.004,0.034,0.482,0.278,20.561,0.047,1,1,0,1,0,0,1,"SDSS-II SN 15259",337.544,-0.40779
503,"2000dn","LOSS1",0.03148,8.9E-4,0.03081,0.03207,16.454,0.219,-0.083,0.045,-0.301,0.121,16.33,0.043,0,0,0,0,0,0,1,"SN 2000dn",346.27442,-3.20028
1205,"10550","SDSS",0.29933,0.00108,0.29923,0.30081,21.758,0.341,0.078,0.076,1.646,1.378,21.77,0.128,0,1,0,0,0,0,1,"SDSS-II SN 10550",349.67537,-1.20489
377,"ASASSN-16hz","FOUND",0.02466,8.7E-4,0.02406,0.02531,15.558,0.316,0.091,0.034,-0.271,0.122,15.998,0.047,0,0,0,0,0,0,1,"ASASSN-16hz",348.9395,-1.33965
911,"6422","SDSS",0.18515,9.9E-4,0.18501,0.18645,20.382,0.158,-0.111,0.024,0.819,0.215,20.023,0.033,1,1,0,1,0,0,1,"SDSS-II SN 6422",349.139,-0.66337
1036,"15369","SDSS",0.23282,0.0051,0.23269,0.2342,20.581,0.179,-0.043,0.032,0.692,0.243,20.399,0.038,0,1,0,0,0,0,1,"SDSS-II SN 15369",348.83296,-0.56258
312,"2006dm","LOSS1",0.02228,8.7E-4,0.02161,0.02284,15.553,0.178,-0.033,0.028,-1.901,0.069,15.763,0.037,0,0,0,0,0,0,1,"SN 2006dm",355.44717,-3.66739
313,"2006dm","SOUSA",0.02228,8.7E-4,0.02161,0.02284,15.57,0.257,0.002,0.049,-1.76,0.17,15.844,0.044,0,0,0,0,0,0,1,"SN 2006dm",355.44717,-3.66739
1225,"560087","PS1MD",0.30652,0.00148,0.30641,0.308,21.643,0.2,-0.13,0.049,-1.466,0.447,21.548,0.062,0,0,0,3,0,0,1,"[JSR2018] psc560087",352.6755,-1.55599
836,"16116","SDSS",0.15526,9.6E-4,0.15509,0.15649,20.025,0.156,-0.107,0.025,0.532,0.301,19.718,0.033,1,1,0,1,0,0,1,"SDSS-II SN 16116",355.302,-1.10596
1502,"90201","PS1MD",0.50825,0.00161,0.50817,0.51,22.766,0.182,-0.091,0.042,0.031,0.503,22.506,0.048,0,0,0,3,0,0,0,"[JSR2018] psc090201",353.32828,-0.95071
724,"560033","PS1MD",0.07895,0.01004,0.07869,0.08,18.346,0.503,0.097,0.03,-0.248,0.15,18.802,0.043,0,0,0,2,0,0,1,"[JSR2018] psc560033",353.59863,-0.68307
1174,"19128","SDSS",0.28775,0.00511,0.28763,0.2892,21.622,0.226,-0.066,0.044,1.341,0.61,21.339,0.05,1,1,0,1,0,0,1,"SDSS-II SN 19128",354.20375,-0.78225
908,"8213","SDSS",0.18484,9.9E-4,0.18468,0.18611,20.402,0.276,0.161,0.039,-0.648,0.34,20.86,0.049,1,1,0,1,0,0,1,"SDSS-II SN 8213",357.52096,-0.92142
937,"13070","SDSS",0.19733,0.001,0.19719,0.19863,20.549,0.139,-0.147,0.028,0.966,0.274,20.09,0.042,1,1,0,1,0,0,1,"SDSS-II SN 13070",357.785,-0.74657
1021,"19992","SDSS",0.22645,0.00114,0.22632,0.2278,21.138,0.199,-0.082,0.047,0.265,0.558,20.894,0.061,1,1,0,1,0,0,1,"SDSS-II SN 19992",357.10417,-1.185
747,"20064","SDSS",0.10374,9.2E-4,0.10351,0.10484,18.955,0.195,0.057,0.024,0.816,0.182,19.006,0.033,1,1,0,1,0,0,1,"SDSS-II SN 20064",358.58625,-0.91722
863,"19282","SDSS",0.17256,0.0011,0.17239,0.1738,20.249,0.175,-0.031,0.025,1.243,0.243,20.041,0.035,0,0,0,0,0,0,1,"SDSS-II SN 19282",359.07,-0.50081
1197,"19794","SDSS",0.2958,0.00108,0.29568,0.29724,21.768,0.307,0.054,0.073,-2.381,0.898,21.994,0.081,1,1,0,1,0,0,1,"SDSS-II SN 19794",359.31904,0.24936
776,"19543","SDSS",0.12405,0.00509,0.12384,0.1252,19.582,0.22,-0.022,0.024,-0.833,0.14,19.7,0.034,1,1,0,1,0,0,1,"SDSS-II SN 19543",357.908,0.27983
877,"17218","SDSS",0.17713,9.8E-4,0.17697,0.17839,20.257,0.174,-0.083,0.032,-0.798,0.413,20.176,0.04,1,1,0,1,0,0,1,"SDSS-II SN 17218",356.172,-0.03007
1328,"20186","SDSS",0.34968,0.00123,0.34957,0.3512,22.234,0.286,-0.094,0.059,0.549,1.198,21.935,0.072,0,1,0,0,0,0,1,"SDSS-II SN 20186",357.29458,0.79789
1177,"91869","PS1MD",0.28854,0.00147,0.28843,0.29,21.493,0.163,-0.008,0.033,1.339,0.33,21.302,0.05,0,0,0,3,0,0,0,"[JSR2018] psc091869",351.90747,-1.76245
1202,"420196","PS1MD",0.29853,0.01006,0.29842,0.3,22.018,0.231,0.025,0.038,0.805,0.342,21.957,0.054,0,0,0,3,0,0,1,"[JSR2018] psc420196",351.76124,-1.02839
1108,"550041","PS1MD",0.25859,0.01005,0.25847,0.26,21.213,0.208,-0.192,0.043,0.799,0.251,20.671,0.066,0,0,0,3,0,0,1,"[JSR2018] psc550041",352.54044,-0.86643
1256,"550059","PS1MD",0.3185,0.00149,0.31839,0.32,22.082,0.327,0.055,0.116,-0.622,0.502,22.277,0.172,0,0,0,3,0,0,1,"[JSR2018] psc550059",351.30291,-1.02451
729,"12950","SDSS",0.08167,9.0E-4,0.08141,0.08273,18.469,0.218,0.027,0.022,-0.396,0.083,18.697,0.035,1,1,0,3,0,0,1,"SDSS-II SN 12950",351.667,-0.8406
739,"300105","PS1MD",0.09205,9.1E-4,0.09181,0.09314,18.907,0.265,0.073,0.027,0.328,0.09,19.182,0.04,0,0,0,3,0,0,1,"[JSR2018] psc300105",351.7103,-0.73006
1418,"550202","PS1MD",0.42036,0.00155,0.42027,0.422,22.581,0.343,-0.221,0.1,0.487,0.622,22.04,0.089,0,0,0,3,0,0,1,"[JSR2018] psc550202",351.79989,-0.78292
1033,"430004","PS1MD",0.23162,0.00143,0.2315,0.233,20.948,0.225,0.034,0.049,1.323,0.426,20.871,0.082,0,0,0,3,0,0,1,"[JSR2018] psc430004",351.11302,-0.75424
1318,"310090","PS1MD",0.34696,0.0015,0.34686,0.3485,22.163,0.369,-0.05,0.088,-1.333,0.587,22.2,0.081,0,0,0,3,0,0,1,"[JSR2018] psc310090",351.30836,-0.60511
1212,"570022","PS1MD",0.30152,0.00148,0.30141,0.303,21.856,0.204,-0.104,0.035,1.764,0.644,21.418,0.042,0,0,0,3,0,0,1,"[JSR2018] psc570022",351.12384,-0.48434
1283,"13830","SDSS",0.32995,0.00111,0.32985,0.33147,21.591,0.208,-0.019,0.054,1.235,0.65,21.396,0.08,1,1,0,1,0,0,1,"SDSS-II SN 13830",351.56171,-0.38225
1274,"530219","PS1MD",0.32848,0.01006,0.32838,0.33,22.098,0.277,-0.136,0.072,-0.971,0.458,21.915,0.141,0,0,0,3,0,0,1,"[JSR2018] psc530219",351.52861,-0.31942
1413,"440162","PS1MD",0.41936,0.00155,0.41927,0.421,22.433,0.191,-0.094,0.038,0.881,0.603,22.081,0.047,0,0,0,3,0,0,1,"[JSR2018] psc440162",353.26604,-0.91267
912,"16281","SDSS",0.18522,9.9E-4,0.18507,0.18651,20.29,0.17,-0.077,0.033,-0.815,0.549,20.221,0.039,1,1,0,1,0,0,1,"SDSS-II SN 16281",352.942,-0.66808
1095,"310161","PS1MD",0.2526,0.00145,0.25247,0.254,21.209,0.164,-0.038,0.027,0.136,0.177,21.13,0.038,0,0,0,3,0,0,1,"[JSR2018] psc310161",352.9659,-0.66044
1144,"310051","PS1MD",0.27057,0.00146,0.27045,0.272,21.261,0.208,0.102,0.032,-0.353,0.278,21.561,0.045,0,0,0,3,0,0,1,"[JSR2018] psc310051",353.41162,-0.55248
1482,"560054","PS1MD",0.47988,0.00159,0.4798,0.4816,22.643,0.236,-0.013,0.06,1.679,0.785,22.455,0.081,0,0,0,3,0,0,1,"[JSR2018] psc560054",353.2958,-0.33641
1500,"310091","PS1MD",0.50725,0.00161,0.50716,0.509,22.983,0.179,-0.1,0.044,-0.258,0.466,22.729,0.052,0,0,0,3,0,0,1,"[JSR2018] psc310091",353.12639,-0.10465
1080,"450082","PS1MD",0.24861,0.01005,0.24848,0.25,21.175,0.194,-0.07,0.028,-0.069,0.32,21.002,0.039,0,0,0,3,0,0,1,"[JSR2018] psc450082",353.35601,0.31049
1079,"420087","PS1MD",0.2486,0.01005,0.24848,0.25,21.238,0.214,-0.185,0.043,0.544,0.412,20.741,0.069,0,0,0,2,0,0,1,"PS1-12bav",352.76662,0.10622
774,"570062","PS1MD",0.12383,0.00137,0.12363,0.125,19.571,0.148,-0.081,0.028,0.116,0.249,19.378,0.038,0,0,0,3,0,0,1,"[JSR2018] psc570062",353.10172,0.29559
1047,"310574","PS1MD",0.23662,0.00144,0.23649,0.238,21.011,0.154,-0.023,0.032,-0.383,0.163,21.001,0.04,0,0,0,3,0,0,1,"[JSR2018] psc310574",352.98593,0.53627
1350,"100358","PS1MD",0.36623,0.00152,0.36613,0.3678,21.883,0.225,-0.057,0.1,-0.43,0.672,21.779,0.131,0,0,0,3,0,0,1,"[JSR2018] psc100358",352.44446,0.59051
1149,"420258","PS1MD",0.27456,0.00146,0.27444,0.276,21.487,0.292,0.245,0.043,0.896,0.324,21.963,0.057,0,0,0,3,0,0,1,"[JSR2018] psc420258",352.42775,0.70536
883,"300179","PS1MD",0.17911,0.0014,0.17896,0.1804,20.514,0.2,-0.099,0.046,0.094,0.177,20.256,0.044,0,0,0,3,0,0,1,"[JSR2018] psc300179",351.142,0.227
755,"7147","SDSS",0.10908,9.2E-4,0.10886,0.11022,19.149,0.13,-0.093,0.024,-1.95,0.157,19.225,0.035,1,1,0,1,0,0,1,"SDSS-II SN 7147",350.01833,-0.05556
1152,"20227","SDSS",0.27585,0.00107,0.27574,0.2773,21.41,0.212,-0.136,0.047,-1.225,0.557,21.266,0.047,1,1,0,1,0,0,1,"SDSS-II SN 20227",349.12,-0.09892
763,"1371","SDSS",0.11818,9.3E-4,0.11797,0.11934,19.163,0.124,-0.102,0.022,0.791,0.097,18.805,0.035,1,1,0,1,0,0,1,"SDSS-II SN 1371",349.37333,0.42944
819,"13796","SDSS",0.14747,9.6E-4,0.14729,0.1487,19.714,0.17,-0.021,0.022,0.796,0.118,19.593,0.033,1,1,0,1,0,0,1,"SDSS-II SN 13796",350.692,0.53232
1153,"19051","SDSS",0.27631,0.00106,0.27619,0.27775,21.422,0.178,-0.084,0.041,0.733,0.45,21.124,0.046,0,1,0,0,0,0,1,"SDSS-II SN 19051",351.375,0.42333
762,"16259","SDSS",0.11792,9.3E-4,0.11771,0.11908,19.356,0.213,0.079,0.028,-1.5,0.222,19.796,0.037,1,1,0,0,0,0,1,"SDSS-II SN 16259",352.03,0.85636
1298,"16093","SDSS",0.3345,0.00111,0.33439,0.33603,21.867,0.234,-0.056,0.058,1.028,0.768,21.607,0.078,1,1,0,1,0,0,1,"SDSS-II SN 16093",350.362,1.13267
